pkg_name,pkg_size,category,sub_category,country,platform,device_brand_name,lang,osv,bundle_size,adx_times,aff_times,direct_times,request14,impression14,click14,ctr14,cvr14,sim_clickconvir_score,sim_clickconvf_score,sim_installir_score,sim_installf_score,pkgBundleWeight,pkgBundleWeightSim
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,30,3.828641,7,7,31,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.991779,-3.021038
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,LAVA,ENGLISH,10,4.043051,11,11,56,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.032908,-3.057904
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,3.367296,31,31,3,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.879194,-3.297687
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REDMI,HINDI,10,4.584967,56,56,0,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.025426,-3.031209
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,HUAWEI,ENGLISH,7,2.397895,3,3,1,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.264317,-3.08588
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.044522,0,0,5,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.039501,-2.650124
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,3.135494,1,1,7,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.871439,-3.062816
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,3.044522,5,5,11,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.699944,-3.022478
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.995732,7,7,31,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.854309,-2.949386
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,3.332205,11,11,56,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.909137,-2.982495
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,10,2.833213,31,31,3,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.864004,-2.975574
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,HINDI,10,2.484907,56,56,0,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.276585,-3.081392
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.258097,3,3,1,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.997203,-3.014246
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,9,2.302585,0,0,5,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.758116,-2.995535
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,6,2.079442,1,1,7,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.823534,-3.081511
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,9,3.091042,5,5,11,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.784081,-2.903269
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,4.532599,7,7,3,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.202286,-2.886956
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,2.079442,11,11,0,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.793157,-3.120654
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,5.529429,31,31,1,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.122203,-2.997882
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,OTHERS,8.1.1,3.091042,56,56,5,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.038773,-2.871531
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,0,3,3,7,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1,2.564949,0,0,11,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.787689,-3.08731
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,11,1.94591,1,5,31,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.747781,-2.989991
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,8.1,3.688879,5,7,56,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.849445,-3.048637
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,3.433987,7,11,3,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.002828,-3.163521
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.218876,11,31,0,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.040421,-3.032847
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,ITEL,HINDI,10,2.833213,31,56,1,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.881176,-2.813714
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,5.1,1.386294,56,3,5,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,30,2.944439,3,0,7,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.896345,-3.248776
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,2.944439,0,1,11,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.209819,-2.66151
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,1.386294,1,5,31,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.327414,-3.483856
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,7,4.406719,5,7,56,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.014795,-2.930485
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.791759,7,11,3,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.847301,-3.214199
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.639057,11,31,0,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.759533,-3.082544
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.944439,31,56,1,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.988728,-2.745807
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,5.1,4.634729,56,3,5,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.006202,-3.018007
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.944439,3,0,7,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.150443,-3.209252
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,3.135494,0,1,11,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.755836,-3.014438
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REDMI,ENGLISH,10,3.713572,1,5,3,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.965614,-3.07858
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,6.070738,5,7,0,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.223859,-3.053478
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,10,3.044522,7,11,1,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.826292,-3.103282
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.944439,11,31,5,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.848794,-3.290032
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.850148,31,56,7,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.982051,-3.005813
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SONY,ENGLISH,30,2.564949,56,3,11,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.974576,-2.684185
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,11,3.637586,3,0,31,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.425039,-2.908619
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,OTHERS,UNKNOW,2.484907,0,5,56,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.874989,-3.090192
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,11,0,1,7,3,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.610918,5,11,0,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.821701,-2.950463
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,30,3.637586,7,31,1,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.87132,-3.047943
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.386294,11,56,5,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.577197,-3.648536
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,ONEPLUS,ENGLISH,30,2.995732,31,3,7,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.707157,-2.967784
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,30,4.828314,56,0,11,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.907044,-2.951078
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,30,2.197225,3,1,31,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.113142,-3.197079
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.143135,0,5,56,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.991435,-3.098894
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.609438,1,7,3,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.204167,-3.087107
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REDMI,ENGLISH,10,1.791759,5,11,0,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.302585,7,31,1,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.716451,-2.758666
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,2.484907,11,56,5,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.011077,-2.864071
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,POCO,HINDI,10,1.098612,31,3,7,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.639057,56,0,11,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.931393,-2.877387
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.944439,3,1,3,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.885239,-2.776993
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,1.609438,0,5,0,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.911835,-3.021062
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.637586,1,7,1,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.693714,-3.201056
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.258097,5,11,5,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.714606,-2.889015
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,8.1.0,3.178054,7,31,7,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.33986,-2.748005
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,4.418841,11,56,11,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.859779,-3.042685
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,HINDI,9,1.94591,31,3,31,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.06302,-3.085175
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,INFINIX,ENGLISH,10,1.386294,56,0,56,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,ENGLISH,11,3.218876,3,5,3,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.97727,-2.853519
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.663562,0,7,0,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.031928,-3.025907
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,OTHERS,10,3.044522,1,11,1,90,21,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.104468,-3.023327
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,3.73767,5,31,5,79,42,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.842498,-2.814544
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,3.526361,7,56,7,68,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.945106,-3.005825
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.564949,11,3,11,57,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.0679,-2.951744
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,0.693147,31,0,31,46,3,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,POCO,ENGLISH,10,3.637586,56,1,56,35,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.56803,-2.868831
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,11,2.890372,3,5,3,24,2,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.784861,-3.103525
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,TECNO,ENGLISH,11,1.609438,0,7,0,13,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.934602,-3.239579
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,OTHERS,10,2.302585,1,11,1,2,1,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.570391,-3.037238
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,4.189655,5,31,5,0,0,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.122471,-3.116713
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,-20.72326584,7,56,7,1397,151,5,0.033112583,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.639057,11,3,11,1109,157,3,0.01910828,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.935618,-3.145099
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,30,2.302585,31,0,3,764,103,2,0.019417476,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.573826,-3.007673
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,7.1.2,0.693147,56,1,0,651,109,1,0.009174312,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,11,2.564949,3,5,1,581,115,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.158669,-3.539027
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,3.135494,0,7,5,531,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.098937,-2.941004
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,1.098612,1,11,7,485,67,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,30,2.302585,5,31,11,471,81,2,0.024691358,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.055663,-3.142574
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.197225,7,56,31,412,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.34332,-2.560879
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,9,3.178054,11,3,56,378,31,1,0.032258065,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.799966,-3.022835
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,8.1.0,1.609438,31,0,3,362,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.111317,-3.621359
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,REALME,OTHERS,10,3.871201,56,5,0,310,15,1,0.066666667,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.813004,-3.015618
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,1.94591,3,7,1,299,41,1,0.024390244,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.805788,-3.277691
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,10,4.077537,0,11,5,296,13,1,0.076923077,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.830981,-3.008634
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,3.465736,1,31,7,287,14,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.973738,-3.059997
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,8.1,4.234107,5,56,11,229,19,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-4.005336,-3.040642
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,2.833213,7,3,31,210,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.863654,-2.701459
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,SAMSUNG,ENGLISH,8.1,3.367296,11,0,56,190,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.798995,-2.927001
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,8.1,2.995732,31,1,3,187,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.740825,-2.891385
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,9,1.098612,56,5,0,174,64,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-20.72326584
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,OPPO,ENGLISH,30,2.944439,3,7,1,167,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.811934,-3.142225
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,XIAOMI,ENGLISH,10,3.401197,0,11,5,156,9,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.891033,-2.819109
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,LENOVO,ENGLISH,8,2.197225,1,31,7,145,43,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.496571,-3.036346
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,10,3.496508,5,56,11,134,12,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.710041,-2.783942
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,10,2.397895,7,3,3,123,11,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.743888,-3.011303
IN.MOHALLA.SHARECHAT,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,ENGLISH,9,2.397895,11,0,0,112,8,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.509818,-2.618411
COM.NEXT.INNOVATION.TAKATAK,OTHERS,APPLICATIONS,SOCIAL,IN,ANDROID,VIVO,OTHERS,9,3.496508,31,1,1,101,32,0,0,0,-20.72326584,-20.72326584,-20.72326584,-20.72326584,-3.909015,-2.900886
